payment_id,invoice_id,payment_date,amount,bank_account_ref
PMT-5437,INV-3437,2024-02-07,11904.86,BA-27344259
PMT-5438,INV-3438,2024-02-06,3452.52,BA-28598890
PMT-5439,INV-3439,2024-02-05,9190.62,BA-63428001
PMT-5440,INV-3440,2024-02-05,3157.73,BA-55896454
PMT-5441,INV-3441,2024-02-16,557.38,BA-92306098
PMT-5442,INV-3442,2024-02-21,3333.43,BA-24241764
PMT-5443,INV-3443,2024-02-14,8750.7,BA-62203809
PMT-5444,INV-3444,2024-02-18,620.19,BA-47500018
PMT-5445,INV-3445,2024-02-21,10428.53,BA-92227093
PMT-5446,INV-3446,2024-02-14,1385.44,BA-95537118
PMT-5447,INV-3447,2024-02-18,489.92,BA-64310997
PMT-5448,INV-3448,2024-02-22,2834.09,BA-15298135
PMT-5449,INV-3449,2024-02-04,7051.9,BA-72458740
PMT-5450,INV-3450,2024-02-19,310.96,BA-43239798
PMT-5451,INV-3451,2024-02-20,3778.84,BA-77852569
PMT-5452,INV-3452,2024-02-21,1854.03,BA-43694933
PMT-5453,INV-3453,2024-02-15,5181.2,BA-12474155
PMT-5454,INV-3454,2024-02-23,1109.83,BA-42297987
PMT-5455,INV-3455,2024-02-22,11426.11,BA-16893514
PMT-5456,INV-3456,2024-02-17,1560.5,BA-41608813
PMT-5457,INV-3457,2024-02-12,1849.79,BA-63621481
PMT-5458,INV-3458,2024-02-17,1892.62,BA-90068835
PMT-5459,INV-3459,2024-02-16,4973.91,BA-83960310
PMT-5460,INV-3460,2024-02-07,3207.65,BA-93066261
PMT-5461,INV-3461,2024-02-17,2982.74,BA-54835935
PMT-5462,INV-3462,2024-02-24,5649.26,BA-71325367
PMT-5463,INV-3463,2024-02-16,393.97,BA-51099366
PMT-5464,INV-3464,2024-02-18,1019.06,BA-33858409
PMT-5465,INV-3465,2024-02-10,1877.15,BA-83097205
PMT-5466,INV-3466,2024-02-25,4723.18,BA-92374421
PMT-5467,INV-3467,2024-02-15,2624.68,BA-26998722
PMT-5468,INV-3468,2024-02-16,4147.17,BA-98915866
PMT-5469,INV-3469,2024-02-16,5379.33,BA-12437810
PMT-5470,INV-3470,2024-02-23,3447.17,BA-74851593
PMT-5471,INV-3471,2024-02-19,3381.73,BA-15117547
PMT-5472,INV-3472,2024-02-24,2341.91,BA-85330322
PMT-5473,INV-3473,2024-02-26,1704.11,BA-21523163
PMT-5474,INV-3474,2024-02-23,3712.14,BA-72447903
PMT-5475,INV-3475,2024-02-26,1437.81,BA-43971558
PMT-5476,INV-3476,2024-02-15,414.45,BA-65920079
PMT-5477,INV-3477,2024-02-12,1521.18,BA-48900721
PMT-5478,INV-3478,2024-02-10,3644.95,BA-65470372
PMT-5479,INV-3479,2024-02-24,5910.9,BA-29393035
PMT-5480,INV-3480,2024-02-19,6246.15,BA-46751573
PMT-5481,INV-3481,2024-02-24,822.92,BA-26151306
PMT-5482,INV-3482,2024-02-14,4701.24,BA-59857352
PMT-5483,INV-3483,2024-02-25,2819.91,BA-67141834
PMT-5484,INV-3484,2024-02-14,1066.26,BA-14547848
PMT-5485,INV-3485,2024-02-20,1765.42,BA-41608813
PMT-5486,INV-3486,2024-02-16,3850.18,BA-70584027
PMT-5487,INV-3487,2024-02-14,6141.49,BA-35676674
PMT-5488,INV-3488,2024-02-13,1939.8,BA-70661014
PMT-5489,INV-3489,2024-02-23,1199.88,BA-92083983
PMT-5490,INV-3490,2024-02-14,2227.92,BA-43776393
PMT-5491,INV-3491,2024-02-10,839.73,BA-80270461
PMT-5492,INV-3492,2024-02-19,1466.08,BA-42824244
PMT-5493,INV-3493,2024-02-21,2325.51,BA-98428371
PMT-5494,INV-3494,2024-02-20,6758.67,BA-54791387
PMT-5495,INV-3495,2024-02-22,943.39,BA-73778795
PMT-5496,INV-3496,2024-02-12,3382.16,BA-95439217
PMT-5497,INV-3497,2024-02-22,2332.93,BA-68834689
PMT-5498,INV-3498,2024-02-13,4469.67,BA-49416722
PMT-5499,INV-3499,2024-02-17,2487.34,BA-99069522
PMT-5500,INV-3500,2024-02-21,780.81,BA-96363470
PMT-5501,INV-3501,2024-02-12,1702.36,BA-41178333
PMT-5502,INV-3502,2024-02-21,11407.01,BA-13137377
PMT-5503,INV-3503,2024-02-21,4898.7,BA-99855030
PMT-5504,INV-3504,2024-02-26,4616.68,BA-64354615
PMT-5505,INV-3505,2024-02-26,6316.02,BA-82903368
PMT-5506,INV-3506,2024-02-19,2402.0,BA-72163898
PMT-5507,INV-3507,2024-02-24,3577.66,BA-45405683
PMT-5508,INV-3508,2024-02-12,6190.32,BA-37304692
PMT-5509,INV-3509,2024-02-18,6257.94,BA-16893514
PMT-5510,INV-3510,2024-02-22,5868.04,BA-92532369
PMT-5511,INV-3511,2024-02-19,1744.02,BA-21446078
PMT-5512,INV-3512,2024-02-24,2977.34,BA-44970682
PMT-5513,INV-3513,2024-02-13,1054.14,BA-95753514
PMT-5514,INV-3514,2024-02-24,3485.83,BA-85196458
PMT-5515,INV-3515,2024-02-25,1724.37,BA-60352953
PMT-5516,INV-3516,2024-02-15,2037.1,BA-45046288
PMT-5517,INV-3517,2024-02-26,3881.81,BA-90013504
PMT-5518,INV-3518,2024-02-14,3476.49,BA-53423984
PMT-5519,INV-3519,2024-02-10,1044.93,BA-10664449
PMT-5520,INV-3520,2024-02-14,403.05,BA-35712599
PMT-5521,INV-3521,2024-02-21,5014.49,BA-77906507
PMT-5522,INV-3522,2024-02-25,2575.57,BA-20091154
PMT-5523,INV-3523,2024-02-26,29805.37,BA-80901507
PMT-5524,INV-3524,2024-02-18,4053.57,BA-59773788
PMT-5525,INV-3525,2024-02-22,5125.91,BA-12474155
PMT-5526,INV-3526,2024-02-27,895.5,BA-32159234
PMT-5527,INV-3527,2024-02-21,3881.67,BA-39382030
PMT-5528,INV-3528,2024-02-23,2967.44,BA-42878944
PMT-5529,INV-3529,2024-02-19,3150.82,BA-18909462
PMT-5530,INV-3530,2024-02-11,2591.35,BA-52423277
PMT-5531,INV-3531,2024-02-28,161.14,BA-45643433
PMT-5532,INV-3532,2024-02-17,1195.49,BA-41694511
PMT-5533,INV-3533,2024-02-11,1666.9,BA-27388652
PMT-5534,INV-3534,2024-02-29,6925.36,BA-94781070
PMT-5535,INV-3535,2024-02-19,1857.01,BA-49677040
PMT-5536,INV-3536,2024-02-12,3489.4,BA-34765747
PMT-5537,INV-3537,2024-02-29,8500.2,BA-98115205
PMT-5538,INV-3538,2024-02-16,1912.98,BA-95223357
PMT-5539,INV-3539,2024-02-21,3454.05,BA-49206502
PMT-5540,INV-3540,2024-02-29,5116.56,BA-42002360
PMT-5541,INV-3541,2024-02-20,1182.08,BA-76232938
PMT-5542,INV-3542,2024-02-22,6839.48,BA-62790744
PMT-5543,INV-3543,2024-02-20,1425.27,BA-48023212
PMT-5544,INV-3544,2024-02-19,1972.0,BA-59964824
PMT-5545,INV-3545,2024-02-20,1578.54,BA-39531289
PMT-5546,INV-3546,2024-02-26,5132.51,BA-91653655
PMT-5547,INV-3547,2024-02-14,3042.87,BA-26843185
PMT-5548,INV-3548,2024-02-28,2830.52,BA-27344259
PMT-5549,INV-3549,2024-02-27,6242.23,BA-39531289
PMT-5550,INV-3550,2024-02-14,4894.46,BA-55909953
PMT-5551,INV-3551,2024-02-18,1454.58,BA-56325277
PMT-5552,INV-3552,2024-02-16,3476.97,BA-64941311
PMT-5553,INV-3553,2024-02-28,2726.68,BA-77635542
PMT-5554,INV-3554,2024-02-24,4666.75,BA-29033755
PMT-5555,INV-3555,2024-02-26,632.94,BA-17050844
PMT-5556,INV-3556,2024-02-16,1859.16,BA-36053704
PMT-5557,INV-3557,2024-02-29,1730.88,BA-22198987
PMT-5558,INV-3558,2024-02-27,3101.88,BA-10856538
PMT-5559,INV-3559,2024-02-26,987.25,BA-55362865
PMT-5560,INV-3560,2024-02-16,3220.51,BA-95134096
PMT-5561,INV-3561,2024-02-24,540.54,BA-55896454
PMT-5562,INV-3562,2024-02-28,4354.53,BA-27948495
PMT-5563,INV-3563,2024-02-28,1962.92,BA-18427393
PMT-5564,INV-3564,2024-02-23,1862.16,BA-44676165
PMT-5565,INV-3565,2024-02-26,2226.48,BA-20809644
PMT-5566,INV-3566,2024-02-22,6434.38,BA-43234300
PMT-5567,INV-3567,2024-02-27,396.85,BA-10361723
PMT-5568,INV-3568,2024-03-04,564.06,BA-89935804
PMT-5569,INV-3569,2024-02-19,456.41,BA-64319709
PMT-5570,INV-3570,2024-02-21,1122.57,BA-40438711
PMT-5571,INV-3571,2024-03-05,887.67,BA-87641264
PMT-5572,INV-3572,2024-02-27,1332.63,BA-38455873
PMT-5573,INV-3573,2024-02-18,3055.57,BA-49966263
PMT-5574,INV-3574,2024-02-22,3814.06,BA-74477539
PMT-5575,INV-3575,2024-02-26,333.37,BA-15262308
PMT-5576,INV-3576,2024-02-18,939.32,BA-84903659
PMT-5577,INV-3577,2024-02-18,3466.29,BA-30720316
PMT-5578,INV-3578,2024-03-01,3773.39,BA-24033524
PMT-5579,INV-3579,2024-02-28,384.97,BA-60024878
PMT-5580,INV-3580,2024-02-28,2933.84,BA-98221745
PMT-5581,INV-3581,2024-03-03,969.09,BA-66230047
PMT-5582,INV-3582,2024-02-29,3862.04,BA-43287747
PMT-5583,INV-3583,2024-03-02,3786.0,BA-31669330
PMT-5584,INV-3584,2024-02-16,8279.91,BA-60582073
PMT-5585,INV-3585,2024-02-19,5901.06,BA-31783965
PMT-5586,INV-3586,2024-03-05,3870.44,BA-95573037
PMT-5587,INV-3587,2024-03-05,1634.43,BA-79988171
PMT-5588,INV-3588,2024-03-01,4848.59,BA-24708658
PMT-5589,INV-3589,2024-03-02,1280.45,BA-45052250
PMT-5590,INV-3590,2024-03-01,3223.26,BA-13099855
PMT-5591,INV-3591,2024-03-01,746.87,BA-84027500
PMT-5592,INV-3592,2024-03-03,4485.11,BA-49585217
PMT-5593,INV-3593,2024-02-22,774.82,BA-99775015
PMT-5594,INV-3594,2024-02-19,4588.32,BA-43310074
PMT-5595,INV-3595,2024-03-02,2710.97,BA-50767129
PMT-5596,INV-3596,2024-02-29,6774.58,BA-12695323
PMT-5597,INV-3597,2024-03-03,1739.63,BA-30309186
PMT-5598,INV-3598,2024-02-21,4428.69,BA-25050194
PMT-5599,INV-3599,2024-03-04,3815.96,BA-54492893
PMT-5600,INV-3600,2024-02-17,4102.12,BA-88058491
PMT-5601,INV-3601,2024-02-24,3008.57,BA-90783162
PMT-5602,INV-3602,2024-02-23,1363.49,BA-67310943
PMT-5603,INV-3603,2024-02-29,902.52,BA-89441831
PMT-5604,INV-3604,2024-03-05,2245.75,BA-49206502
PMT-5605,INV-3605,2024-02-18,3575.8,BA-70500023
PMT-5606,INV-3606,2024-02-26,2638.37,BA-47929020
PMT-5607,INV-3607,2024-03-05,2381.84,BA-20839822
PMT-5608,INV-3608,2024-02-27,1553.9,BA-45046288
PMT-5609,INV-3609,2024-03-01,2476.97,BA-36230445
PMT-5610,INV-3610,2024-03-03,5203.79,BA-23664246
PMT-5611,INV-3611,2024-02-21,3630.61,BA-26671921
PMT-5612,INV-3612,2024-02-20,1924.11,BA-34256684
PMT-5613,INV-3613,2024-02-25,4776.75,BA-15905846
PMT-5614,INV-3614,2024-02-20,1856.56,BA-76521692
PMT-5615,INV-3615,2024-03-07,1254.84,BA-49916943
PMT-5616,INV-3616,2024-02-18,8296.34,BA-11168389
PMT-5617,INV-3617,2024-02-21,989.16,BA-41358823
PMT-5618,INV-3618,2024-03-04,2552.0,BA-53703122
PMT-5619,INV-3619,2024-02-20,4388.37,BA-99864306
PMT-5620,INV-3620,2024-02-24,2196.86,BA-33960779
PMT-5621,INV-3621,2024-03-07,4878.8,BA-17242994
PMT-5622,INV-3622,2024-03-03,5537.28,BA-11673589
PMT-5623,INV-3623,2024-02-19,2841.01,BA-63621481
PMT-5624,INV-3624,2024-02-24,3936.2,BA-35266505
PMT-5625,INV-3625,2024-02-28,3321.97,BA-39806413
PMT-5626,INV-3626,2024-03-04,529.89,BA-90938952
PMT-5627,INV-3627,2024-02-19,1294.82,BA-23119148
PMT-5628,INV-3628,2024-03-06,2245.07,BA-23193537
PMT-5629,INV-3629,2024-03-02,2397.73,BA-48638813
PMT-5630,INV-3630,2024-03-07,4638.12,BA-87550420
PMT-5631,INV-3631,2024-02-22,2533.02,BA-43348445
PMT-5632,INV-3632,2024-03-03,2933.33,BA-60928773
PMT-5633,INV-3633,2024-02-20,2584.8,BA-23734825
PMT-5634,INV-3634,2024-02-23,2726.53,BA-65463927
PMT-5635,INV-3635,2024-02-29,1957.34,BA-56100526
PMT-5636,INV-3636,2024-02-29,2898.83,BA-23405276
PMT-5637,INV-3637,2024-02-25,3066.93,BA-42095026
PMT-5638,INV-3638,2024-03-06,2373.9,BA-96885593
PMT-5639,INV-3639,2024-02-19,704.09,BA-19005572
PMT-5640,INV-3640,2024-02-24,1285.62,BA-13333217
PMT-5641,INV-3641,2024-03-07,4873.07,BA-30256261
PMT-5642,INV-3642,2024-02-27,6352.05,BA-96861466
PMT-5643,INV-3643,2024-03-06,1839.68,BA-34367415
PMT-5644,INV-3644,2024-02-27,862.27,BA-30047398
PMT-5645,INV-3645,2024-02-21,1661.09,BA-92300116
PMT-5646,INV-3646,2024-02-29,5976.64,BA-92532369
PMT-5647,INV-3647,2024-03-02,2545.14,BA-76904217
PMT-5648,INV-3648,2024-02-27,3797.75,BA-70392668
PMT-5649,INV-3649,2024-02-28,1737.26,BA-70584027
PMT-5650,INV-3650,2024-03-07,651.6,BA-30302435
PMT-5651,INV-3651,2024-03-02,1798.86,BA-36486755
PMT-5652,INV-3652,2024-03-06,2257.83,BA-27423955
PMT-5653,INV-3653,2024-03-03,1508.47,BA-19492255
PMT-5654,INV-3654,2024-02-20,1248.86,BA-77852569
PMT-5655,INV-3655,2024-02-28,5756.87,BA-68410150
PMT-5656,INV-3656,2024-02-28,23245.5,BA-84360327
PMT-5657,INV-3657,2024-02-28,5308.24,BA-77268607
PMT-5658,INV-3658,2024-03-05,1909.98,BA-80901507
PMT-5659,INV-3659,2024-03-06,3136.16,BA-45052250
PMT-5660,INV-3660,2024-03-10,3729.15,BA-60928773
PMT-5661,INV-3661,2024-03-01,1594.49,BA-34669572
PMT-5662,INV-3662,2024-03-02,1133.88,BA-60909474
PMT-5663,INV-3663,2024-02-28,2793.76,BA-63453493
PMT-5664,INV-3664,2024-02-26,924.91,BA-18697858
PMT-5665,INV-3665,2024-02-23,1609.57,BA-16611207
PMT-5666,INV-3666,2024-02-28,1219.68,BA-28615439
PMT-5667,INV-3667,2024-03-10,5810.5,BA-55032202
PMT-5668,INV-3668,2024-03-04,11069.13,BA-15471626
PMT-5669,INV-3669,2024-03-07,2190.08,BA-90068835
PMT-5670,INV-3670,2024-03-08,2300.37,BA-69837566
PMT-5671,INV-3671,2024-03-11,968.48,BA-27032443
PMT-5672,INV-3672,2024-02-26,1390.92,BA-92306098
PMT-5673,INV-3673,2024-03-04,3829.49,BA-77564633
PMT-5674,INV-3674,2024-03-03,3353.23,BA-66542771
PMT-5675,INV-3675,2024-02-28,1079.14,BA-24130669
PMT-5676,INV-3676,2024-03-07,1354.86,BA-65972695
PMT-5677,INV-3677,2024-03-10,3686.18,BA-50539173
PMT-5678,INV-3678,2024-02-23,1500.76,BA-37643310
PMT-5679,INV-3679,2024-03-04,3261.91,BA-80901507
PMT-5680,INV-3680,2024-02-23,2352.74,BA-45052250
PMT-5681,INV-3681,2024-03-11,8499.08,BA-33651543
PMT-5682,INV-3682,2024-02-25,3477.1,BA-33651543
PMT-5683,INV-3683,2024-03-07,2424.53,BA-89976351
PMT-5684,INV-3684,2024-03-12,3034.18,BA-14327648
PMT-5685,INV-3685,2024-03-04,3157.12,BA-65576880
PMT-5686,INV-3686,2024-02-24,1588.32,BA-77190037
PMT-5687,INV-3687,2024-03-02,732.34,BA-58530762
PMT-5688,INV-3688,2024-03-01,5457.17,BA-21397668
PMT-5689,INV-3689,2024-03-08,7429.81,BA-48023212
PMT-5690,INV-3690,2024-03-03,1619.27,BA-68410150
PMT-5691,INV-3691,2024-02-29,1461.74,BA-34367415
PMT-5692,INV-3692,2024-02-29,3996.21,BA-87550420
PMT-5693,INV-3693,2024-03-12,1860.66,BA-68526645
PMT-5694,INV-3694,2024-03-08,4262.37,BA-21313160
PMT-5695,INV-3695,2024-03-06,2341.24,BA-34367415
PMT-5696,INV-3696,2024-03-08,3876.2,BA-42284650
PMT-5697,INV-3697,2024-02-29,244.13,BA-92306098
PMT-5698,INV-3698,2024-02-29,1072.71,BA-13019113
PMT-5699,INV-3699,2024-02-25,5384.08,BA-71325367
PMT-5700,INV-3700,2024-02-29,2051.35,BA-17299905
PMT-5701,INV-3701,2024-03-08,6857.74,BA-79571586
PMT-5702,INV-3702,2024-02-27,2577.46,BA-81281134
PMT-5703,INV-3703,2024-02-25,2020.45,BA-36752197
PMT-5704,INV-3704,2024-02-28,3256.32,BA-40580235
PMT-5705,INV-3705,2024-02-26,4154.01,BA-48699623
PMT-5706,INV-3706,2024-03-10,3369.93,BA-89441831
PMT-5707,INV-3707,2024-02-29,10507.29,BA-16893514
PMT-5708,INV-3708,2024-02-24,1499.31,BA-53871936
PMT-5709,INV-3709,2024-03-12,4358.13,BA-62759119
PMT-5710,INV-3710,2024-02-29,6711.46,BA-95573037
PMT-5711,INV-3711,2024-03-10,3779.31,BA-48563325
PMT-5712,INV-3712,2024-03-02,2438.87,BA-96638318
PMT-5713,INV-3713,2024-03-04,1435.03,BA-97255749
PMT-5714,INV-3714,2024-03-01,1707.83,BA-24063279
PMT-5715,INV-3715,2024-03-12,2262.08,BA-62734062
PMT-5716,INV-3716,2024-02-29,3898.44,BA-68551241
PMT-5717,INV-3717,2024-02-28,2581.12,BA-28689916
PMT-5718,INV-3718,2024-03-01,584.77,BA-24241764
PMT-5719,INV-3719,2024-03-11,2248.02,BA-96375111
PMT-5720,INV-3720,2024-02-27,2330.62,BA-95512782
PMT-5721,INV-3721,2024-03-10,25681.22,BA-58413585
PMT-5722,INV-3722,2024-02-28,2628.94,BA-46074069
PMT-5723,INV-3723,2024-03-02,1233.51,BA-53830486
PMT-5724,INV-3724,2024-02-27,2654.15,BA-24241764
PMT-5725,INV-3725,2024-02-26,2604.74,BA-24667188
PMT-5726,INV-3726,2024-03-09,3476.08,BA-63778945
PMT-5727,INV-3727,2024-03-03,4269.13,BA-32555071
PMT-5728,INV-3728,2024-03-04,2266.92,BA-14544696
PMT-5729,INV-3729,2024-03-10,1553.48,BA-19021960
PMT-5730,INV-3730,2024-03-09,1326.9,BA-65779753
PMT-5731,INV-3731,2024-02-29,2877.06,BA-61346398
PMT-5732,INV-3732,2024-02-26,4590.1,BA-89955780
PMT-5733,INV-3733,2024-02-29,8223.75,BA-98849207
PMT-5734,INV-3734,2024-02-27,4514.74,BA-68710931
PMT-5735,INV-3735,2024-03-02,549.03,BA-83417397
PMT-5736,INV-3736,2024-03-11,2932.49,BA-44785794
PMT-5737,INV-3737,2024-03-06,3588.36,BA-96638318
PMT-5738,INV-3738,2024-03-04,5444.7,BA-35428420
PMT-5739,INV-3739,2024-03-15,1358.5,BA-71257352
PMT-5740,INV-3740,2024-03-07,10073.87,BA-74364119
PMT-5741,INV-3741,2024-03-14,937.98,BA-38636938
PMT-5742,INV-3742,2024-03-01,4795.05,BA-51305617
PMT-5743,INV-3743,2024-03-06,5627.56,BA-43800696
PMT-5744,INV-3744,2024-03-05,547.29,BA-28598890
PMT-5745,INV-3745,2024-03-07,1595.18,BA-38163874
PMT-5746,INV-3746,2024-03-14,1803.38,BA-59155166
PMT-5747,INV-3747,2024-03-03,1783.38,BA-11991036
PMT-5748,INV-3748,2024-03-01,1142.1,BA-42301241
PMT-5749,INV-3749,2024-03-04,1113.27,BA-37190971
PMT-5750,INV-3750,2024-03-09,1805.72,BA-56911734
PMT-5751,INV-3751,2024-03-01,3124.9,BA-80901507
PMT-5752,INV-3752,2024-03-10,548.4,BA-45052250
PMT-5753,INV-3753,2024-03-12,1086.07,BA-53922648
PMT-5754,INV-3754,2024-03-04,1390.51,BA-23734825
PMT-5755,INV-3755,2024-03-09,6241.36,BA-15375567
PMT-5756,INV-3756,2024-03-07,1645.6,BA-29033755
PMT-5757,INV-3757,2024-03-17,2033.18,BA-86368509
PMT-5758,INV-3758,2024-03-02,5590.62,BA-65740154
PMT-5759,INV-3759,2024-03-06,393.47,BA-62171394
PMT-5760,INV-3760,2024-03-14,8129.53,BA-79092953
PMT-5761,INV-3761,2024-03-04,5753.49,BA-71510513
PMT-5762,INV-3762,2024-03-05,5172.41,BA-81218380
PMT-5763,INV-3763,2024-03-13,11188.33,BA-44030791
PMT-5764,INV-3764,2024-03-10,2591.88,BA-36752197
PMT-5765,INV-3765,2024-03-12,5102.69,BA-76825389
PMT-5766,INV-3766,2024-03-03,3053.4,BA-31587929
PMT-5767,INV-3767,2024-03-01,3246.13,BA-92409992
PMT-5768,INV-3768,2024-03-11,3400.96,BA-69812891
PMT-5769,INV-3769,2024-03-03,3274.57,BA-86169551
PMT-5770,INV-3770,2024-03-06,664.24,BA-42528686
PMT-5771,INV-3771,2024-03-16,5337.03,BA-47522967
PMT-5772,INV-3772,2024-03-16,1636.71,BA-26843185
PMT-5773,INV-3773,2024-03-03,3620.24,BA-60928773
PMT-5774,INV-3774,2024-03-10,1934.98,BA-60928773
PMT-5775,INV-3775,2024-03-16,1674.89,BA-13099855
PMT-5776,INV-3776,2024-03-12,426.82,BA-65550512
PMT-5777,INV-3777,2024-03-01,7606.62,BA-26262455
PMT-5778,INV-3778,2024-03-16,11172.92,BA-35428420
PMT-5779,INV-3779,2024-03-03,2471.97,BA-48699623
PMT-5780,INV-3780,2024-03-07,940.59,BA-52410090
PMT-5781,INV-3781,2024-03-16,639.17,BA-12444531
PMT-5782,INV-3782,2024-03-09,4553.42,BA-77330181
PMT-5783,INV-3783,2024-03-10,4576.86,BA-16893514
PMT-5784,INV-3784,2024-03-19,4557.58,BA-19816400
PMT-5785,INV-3785,2024-03-18,3397.65,BA-45643433
PMT-5786,INV-3786,2024-03-04,4499.4,BA-13099855
PMT-5787,INV-3787,2024-03-08,1765.35,BA-49677040
PMT-5788,INV-3788,2024-03-06,8289.53,BA-97575082
PMT-5789,INV-3789,2024-03-17,1521.6,BA-99775015
PMT-5790,INV-3790,2024-03-10,1230.36,BA-65550512
PMT-5791,INV-3791,2024-03-09,1370.03,BA-80848359
PMT-5792,INV-3792,2024-03-20,3694.68,BA-72265799
PMT-5793,INV-3793,2024-03-11,1982.74,BA-47840444
PMT-5794,INV-3794,2024-03-03,10675.39,BA-65947402
PMT-5795,INV-3795,2024-03-20,937.96,BA-42878944
PMT-5796,INV-3796,2024-03-05,3277.81,BA-62916199
PMT-5797,INV-3797,2024-03-02,6291.01,BA-54529810
PMT-5798,INV-3798,2024-03-13,3201.43,BA-46466681
PMT-5799,INV-3799,2024-03-08,3237.29,BA-45570644
PMT-5800,INV-3800,2024-03-06,8973.61,BA-72511088
PMT-5801,INV-3801,2024-03-11,2889.73,BA-31598901
PMT-5802,INV-3802,2024-03-03,2699.01,BA-96676696
PMT-5803,INV-3803,2024-03-07,1586.92,BA-92083983
PMT-5804,INV-3804,2024-03-12,1867.71,BA-56573688
PMT-5805,INV-3805,2024-03-13,6809.41,BA-26071569
PMT-5806,INV-3806,2024-03-16,715.03,BA-92306098
PMT-5807,INV-3807,2024-03-18,6905.44,BA-31667923
PMT-5808,INV-3808,2024-03-10,2972.34,BA-77268607
PMT-5809,INV-3809,2024-03-13,1193.61,BA-97366946
PMT-5810,INV-3810,2024-03-14,1344.49,BA-70439125
PMT-5811,INV-3811,2024-03-08,7404.9,BA-97575082
PMT-5812,INV-3812,2024-03-06,3396.88,BA-13255679
PMT-5813,INV-3813,2024-03-12,2577.51,BA-20839822
PMT-5814,INV-3814,2024-03-05,1575.17,BA-18505221
PMT-5815,INV-3815,2024-03-20,3580.08,BA-83849218
PMT-5816,INV-3816,2024-03-17,5631.23,BA-46206593
PMT-5817,INV-3817,2024-03-06,505.98,BA-94378806
PMT-5818,INV-3818,2024-03-20,1965.81,BA-35444081
PMT-5819,INV-3819,2024-03-06,5468.71,BA-53871936
PMT-5820,INV-3820,2024-03-08,1769.71,BA-79510357
PMT-5821,INV-3821,2024-03-15,1833.16,BA-21523163
PMT-5822,INV-3822,2024-03-17,1027.36,BA-92300116
PMT-5823,INV-3823,2024-03-04,4727.81,BA-39806413
PMT-5824,INV-3824,2024-03-04,976.02,BA-51617218
PMT-5825,INV-3825,2024-03-04,2125.27,BA-31598901
PMT-5826,INV-3826,2024-03-19,1594.59,BA-79988171
PMT-5827,INV-3827,2024-03-21,5079.08,BA-28974291
PMT-5828,INV-3828,2024-03-06,4119.08,BA-26421523
PMT-5829,INV-3829,2024-03-16,1960.01,BA-94932017
PMT-5830,INV-3830,2024-03-08,8708.59,BA-16481569
PMT-5831,INV-3831,2024-03-17,5442.75,BA-63751205
PMT-5832,INV-3832,2024-03-22,2685.81,BA-95421131
PMT-5833,INV-3833,2024-03-15,1472.12,BA-80025708
PMT-5834,INV-3834,2024-03-06,1205.19,BA-64319709
PMT-5835,INV-3835,2024-03-15,4078.64,BA-42693863
PMT-5836,INV-3836,2024-03-09,5737.65,BA-90800195
PMT-5837,INV-3837,2024-03-15,5059.63,BA-75743113
PMT-5838,INV-3838,2024-03-09,5717.97,BA-11549722
PMT-5839,INV-3839,2024-03-06,5312.64,BA-62662255
PMT-5840,INV-3840,2024-03-14,5477.45,BA-10527808
PMT-5841,INV-3841,2024-03-04,1740.82,BA-64288997
PMT-5842,INV-3842,2024-03-19,1223.99,BA-88391409
PMT-5843,INV-3843,2024-03-13,3340.8,BA-43694933
PMT-5844,INV-3844,2024-03-08,1296.37,BA-36899085
PMT-5845,INV-3845,2024-03-12,5278.93,BA-36029282
PMT-5846,INV-3846,2024-03-07,3219.07,BA-85890364
PMT-5847,INV-3847,2024-03-07,2285.74,BA-82416196
PMT-5848,INV-3848,2024-03-14,2682.12,BA-43557996
PMT-5849,INV-3849,2024-03-10,2251.19,BA-26671921
PMT-5850,INV-3850,2024-03-11,651.4,BA-18558687
PMT-5851,INV-3851,2024-03-22,3535.34,BA-41317839
PMT-5852,INV-3852,2024-03-15,1436.49,BA-95039187
PMT-5853,INV-3853,2024-03-24,1210.28,BA-79140956
PMT-5854,INV-3854,2024-03-24,3435.54,BA-92374421
PMT-5855,INV-3855,2024-03-10,1049.23,BA-10664449
PMT-5856,INV-3856,2024-03-17,5869.64,BA-41383927
PMT-5857,INV-3857,2024-03-21,2910.44,BA-42518840
PMT-5858,INV-3858,2024-03-14,1776.34,BA-60430939
PMT-5859,INV-3859,2024-03-12,429.49,BA-88590039
PMT-5860,INV-3860,2024-03-25,3339.18,BA-33858409
PMT-5861,INV-3861,2024-03-24,4478.73,BA-92856959
PMT-5862,INV-3862,2024-03-08,2727.98,BA-72426554
PMT-5863,INV-3863,2024-03-23,9666.17,BA-42533856
PMT-5864,INV-3864,2024-03-15,933.12,BA-44870850
PMT-5865,INV-3865,2024-03-18,1709.53,BA-66396028
PMT-5866,INV-3866,2024-03-13,2273.01,BA-23503073
PMT-5867,INV-3867,2024-03-16,2849.23,BA-28844398
PMT-5868,INV-3868,2024-03-19,11483.74,BA-71666730
PMT-5869,INV-3869,2024-03-24,2322.85,BA-17300509
PMT-5870,INV-3870,2024-03-13,2330.93,BA-46466681
PMT-5871,INV-3871,2024-03-11,1871.51,BA-82416196
PMT-5872,INV-3872,2024-03-14,2005.25,BA-29157238
PMT-5873,INV-3873,2024-03-25,1668.4,BA-54492893
PMT-5874,INV-3874,2024-03-24,3229.2,BA-61121087
